Timepoint,institution,category,value,mean_distance,std_distance,count,unique_respondents
1,TP_Relative,multi_platform_ord,0.0,2.7777777777777777,1.2018504251546631,9,9
1,TP_Researcher,multi_platform_ord,0.0,2.888888888888889,1.7638342073763937,9,9
1,TP_School,multi_platform_ord,0.0,3.6666666666666665,1.6583123951777,9,9
1,TP_Stranger,multi_platform_ord,0.0,5.777777777777778,1.3017082793177759,9,9
1,TP_Acquaintance,multi_platform_ord,1.0,4.6022727272727275,1.4897332379212025,88,88
1,TP_Co_worker,multi_platform_ord,1.0,4.340909090909091,1.5675323871435614,88,88
1,TP_Company_cust,multi_platform_ord,1.0,4.863636363636363,1.5326471591741384,88,88
1,TP_Company_notcust,multi_platform_ord,1.0,5.735632183908046,1.307045043928911,87,87
1,TP_Employer,multi_platform_ord,1.0,3.5681818181818183,1.529746839136963,88,88
1,TP_Financial,multi_platform_ord,1.0,3.9204545454545454,1.4872762337949483,88,88
1,TP_Friend,multi_platform_ord,1.0,2.4204545454545454,1.4200663001285225,88,88
1,TP_Gov,multi_platform_ord,1.0,4.670454545454546,1.573644944612107,88,88
1,TP_Medical,multi_platform_ord,1.0,2.4318181818181817,1.3628524392464045,88,88
1,TP_Neighbor,multi_platform_ord,1.0,4.386363636363637,1.441836458131025,88,88
1,TP_NonProf,multi_platform_ord,1.0,4.318181818181818,1.5203255439759018,88,88
1,TP_Platform,multi_platform_ord,1.0,5.193181818181818,1.5377095561925378,88,88
1,TP_Police,multi_platform_ord,1.0,4.704545454545454,1.5913493942129302,88,88
1,TP_Relative,multi_platform_ord,1.0,2.6363636363636362,1.591513543926525,88,88
1,TP_Researcher,multi_platform_ord,1.0,3.5568181818181817,1.3205533022310902,88,88
1,TP_School,multi_platform_ord,1.0,3.6931818181818183,1.5264560002126368,88,88
1,TP_Stranger,multi_platform_ord,1.0,6.011363636363637,1.2639503680585564,88,88
1,TP_Acquaintance,multi_platform_ord,2.0,4.396103896103896,1.5012797641717275,154,154
1,TP_Co_worker,multi_platform_ord,2.0,4.175324675324675,1.5043862530853291,154,154
1,TP_Company_cust,multi_platform_ord,2.0,4.824675324675325,1.3339857074770936,154,154
